ativo_objeto,ticker_opcao,tipo,strike,vencimento,dte,categoria_vencimento,ultimo_preco,liquidez_score,cenario,estruturas_sugeridas,score,status,motivo
ENEV3,ENEVR245,PUT,24.5,2026-06-19,23,CURTO,0.62,100.0,PROTECAO_CARTEIRA,"Protective Put, Collar",95.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
B3SA3,B3SAF167,CALL,16.72,2026-06-19,23,CURTO,0.75,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",95.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
B3SA3,B3SAR170,PUT,16.97,2026-06-19,23,CURTO,0.79,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",95.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
ENEV3,ENEVR250,PUT,25.0,2026-06-19,23,CURTO,0.93,100.0,PROTECAO_CARTEIRA,"Protective Put, Collar",95.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
B3SA3,B3SAF165,CALL,16.47,2026-06-19,23,CURTO,0.88,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",95.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
ENEV3,ENEVF250,CALL,25.0,2026-06-19,23,CURTO,1.56,100.0,PROTECAO_CARTEIRA,"Protective Put, Collar",95.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
B3SA3,B3SAF170,CALL,16.97,2026-06-19,23,CURTO,0.59,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",95.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
B3SA3,B3SAR165,PUT,16.47,2026-06-19,23,CURTO,0.54,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",95.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
B3SA3,B3SAR167,PUT,16.72,2026-06-19,23,CURTO,0.65,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",95.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRR452,PUT,44.69,2026-06-19,23,CURTO,1.64,100.0,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRR454,PUT,44.94,2026-06-19,23,CURTO,1.78,100.0,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
ITUB4,ITUBR431,PUT,39.36,2026-06-19,23,CURTO,0.87,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRR457,PUT,45.19,2026-06-19,23,CURTO,1.92,100.0,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
ITUB4,ITUBF404,CALL,40.09,2026-06-19,23,CURTO,1.0,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
ITUB4,ITUBF429,CALL,39.11,2026-06-19,23,CURTO,1.5,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
ITUB4,ITUBF430,CALL,38.87,2026-06-19,23,CURTO,1.71,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
ITUB4,ITUBF431,CALL,39.36,2026-06-19,23,CURTO,1.3,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
ITUB4,ITUBF434,CALL,39.6,2026-06-19,23,CURTO,1.15,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
ITUB4,ITUBF436,CALL,39.84,2026-06-19,23,CURTO,1.07,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
ITUB4,ITUBR404,PUT,40.09,2026-06-19,23,CURTO,1.23,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
ITUB4,ITUBR429,PUT,39.11,2026-06-19,23,CURTO,0.79,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
WEGE3,WEGEF435,CALL,43.53,2026-06-19,23,CURTO,1.32,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRF454,CALL,44.94,2026-06-19,23,CURTO,1.7,100.0,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
ITUB4,ITUBR434,PUT,39.6,2026-06-19,23,CURTO,0.98,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
ITUB4,ITUBR430,PUT,38.87,2026-06-19,23,CURTO,0.69,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
BBDC4,BBDCF200,CALL,17.51,2026-06-19,23,CURTO,0.67,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRQ447W5,PUT,44.21,2026-05-29,2,CURTO,0.72,100.0,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
GGBR4,GGBRR244,PUT,24.18,2026-06-19,23,CURTO,0.77,100.0,CONTINUACAO_ALTA,"Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
GGBR4,GGBRR239,PUT,23.68,2026-06-19,23,CURTO,0.6,100.0,CONTINUACAO_ALTA,"Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
ENEV3,ENEVR230,PUT,23.0,2026-06-19,23,CURTO,0.29,100.0,PROTECAO_CARTEIRA,"Protective Put, Collar",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
ENEV3,ENEVF255,CALL,25.5,2026-06-19,23,CURTO,0.78,100.0,PROTECAO_CARTEIRA,"Protective Put, Collar",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
BPAC11,BPACR535,PUT,53.55,2026-06-19,23,CURTO,1.53,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
ENEV3,ENEVF260,CALL,26.0,2026-06-19,23,CURTO,1.12,100.0,PROTECAO_CARTEIRA,"Protective Put, Collar",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
ENEV3,ENEVF275,CALL,27.5,2026-06-19,23,CURTO,0.33,100.0,PROTECAO_CARTEIRA,"Protective Put, Collar",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
BPAC11,BPACF540,CALL,54.05,2026-06-19,23,CURTO,2.03,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
RENT3,RENTR443,PUT,43.87,2026-06-19,23,CURTO,1.95,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
SUZB3,SUZBR421,PUT,42.17,2026-06-19,23,CURTO,0.95,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRR449,PUT,44.44,2026-06-19,23,CURTO,1.52,100.0,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
ITUB4,ITUBR436,PUT,39.84,2026-06-19,23,CURTO,1.1,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRR447,PUT,44.19,2026-06-19,23,CURTO,1.42,100.0,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRR444,PUT,43.94,2026-06-19,23,CURTO,1.31,100.0,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRQ455W5,PUT,44.96,2026-05-29,2,CURTO,1.07,100.0,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRF442,CALL,43.69,2026-06-19,23,CURTO,2.36,100.0,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
BBDC4,BBDCR4,PUT,17.76,2026-06-19,23,CURTO,0.5,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
BBAS3,BBASF206,CALL,20.6,2026-06-19,23,CURTO,0.88,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
BBAS3,BBASF210,CALL,20.85,2026-06-19,23,CURTO,0.75,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
BBAS3,BBASF213,CALL,21.35,2026-06-19,23,CURTO,0.47,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
BBAS3,BBASF214,CALL,21.1,2026-06-19,23,CURTO,0.58,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
BBAS3,BBASR206,PUT,20.6,2026-06-19,23,CURTO,0.38,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
BBAS3,BBASR210,PUT,20.85,2026-06-19,23,CURTO,0.53,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
BBAS3,BBASR213,PUT,21.35,2026-06-19,23,CURTO,0.71,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
BBAS3,BBASR214,PUT,21.1,2026-06-19,23,CURTO,0.57,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRF444,CALL,43.94,2026-06-19,23,CURTO,2.19,100.0,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRR442,PUT,43.69,2026-06-19,23,CURTO,1.22,100.0,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRF457,CALL,45.19,2026-06-19,23,CURTO,1.58,100.0,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
B3SA3,B3SAF172,CALL,17.22,2026-06-19,23,CURTO,0.48,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
B3SA3,B3SAF177,CALL,17.72,2026-06-19,23,CURTO,0.33,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
B3SA3,B3SAF180,CALL,17.97,2026-06-19,23,CURTO,0.28,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
B3SA3,B3SAG163,CALL,16.39,2026-07-17,51,MEDIO,1.24,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,MONITORAR_NO_RTD,Liquidez score 100.0 ≥ 30 — monitorar confirmação via RTD.
B3SA3,B3SAG166,CALL,16.64,2026-07-17,51,MEDIO,1.06,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,MONITORAR_NO_RTD,Liquidez score 100.0 ≥ 30 — monitorar confirmação via RTD.
B3SA3,B3SAR162,PUT,16.22,2026-06-19,23,CURTO,0.42,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRF447,CALL,44.19,2026-06-19,23,CURTO,2.07,100.0,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRF449,CALL,44.44,2026-06-19,23,CURTO,1.92,100.0,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
BBDC4,BBDCR200,PUT,17.51,2026-06-19,23,CURTO,0.38,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
BBDC4,BBDCF4,CALL,17.76,2026-06-19,23,CURTO,0.53,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRF452,CALL,44.69,2026-06-19,23,CURTO,1.8,100.0,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRQ452W5,PUT,44.71,2026-05-29,2,CURTO,0.95,100.0,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRF455,CALL,44.96,2026-06-19,23,CURTO,5.56,99.8,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",89.9,CANDIDATA_PROXIMO_PREGAO,Liquidez score 99.8 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
WEGE3,WEGEF424W1,CALL,42.42,2026-06-05,9,CURTO,1.31,99.1,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",89.7,CANDIDATA_PROXIMO_PREGAO,Liquidez score 99.1 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
SUZB3,SUZBR411,PUT,41.17,2026-06-19,23,CURTO,0.53,98.8,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",89.6,CANDIDATA_PROXIMO_PREGAO,Liquidez score 98.8 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
HAPV3,HAPVF122,CALL,12.25,2026-06-19,23,CURTO,0.65,98.1,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",89.4,CANDIDATA_PROXIMO_PREGAO,Liquidez score 98.1 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
B3SA3,B3SAR163,PUT,15.97,2026-06-19,23,CURTO,0.34,97.3,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",89.2,CANDIDATA_PROXIMO_PREGAO,Liquidez score 97.3 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRQ457W5,PUT,45.21,2026-05-29,2,CURTO,1.36,95.2,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",88.6,CANDIDATA_PROXIMO_PREGAO,Liquidez score 95.2 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
B3SA3,B3SAG169,CALL,16.89,2026-07-17,51,MEDIO,0.97,93.4,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",88.0,MONITORAR_NO_RTD,Liquidez score 93.4 ≥ 30 — monitorar confirmação via RTD.
PETR4,PETRQ450W5,PUT,44.46,2026-05-29,2,CURTO,0.84,92.9,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",87.9,CANDIDATA_PROXIMO_PREGAO,Liquidez score 92.9 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRQ445W5,PUT,43.96,2026-05-29,2,CURTO,0.63,92.5,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",87.8,CANDIDATA_PROXIMO_PREGAO,Liquidez score 92.5 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
B3SA3,B3SAS169,PUT,16.89,2026-07-17,51,MEDIO,0.86,92.1,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",87.6,MONITORAR_NO_RTD,Liquidez score 92.1 ≥ 30 — monitorar confirmação via RTD.
HAPV3,HAPVF120,CALL,12.0,2026-06-19,23,CURTO,0.78,91.7,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",87.5,CANDIDATA_PROXIMO_PREGAO,Liquidez score 91.7 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
BBAS3,BBASE206W5,CALL,20.6,2026-05-29,2,CURTO,0.53,89.7,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",86.9,CANDIDATA_PROXIMO_PREGAO,Liquidez score 89.7 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
ENEV3,ENEVR240,PUT,24.0,2026-06-19,23,CURTO,0.57,89.6,PROTECAO_CARTEIRA,"Protective Put, Collar",86.9,CANDIDATA_PROXIMO_PREGAO,Liquidez score 89.6 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
BPAC11,BPACR540,PUT,54.05,2026-06-19,23,CURTO,1.71,89.2,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",86.8,CANDIDATA_PROXIMO_PREGAO,Liquidez score 89.2 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
WEGE3,WEGEF420,CALL,41.92,2026-06-19,23,CURTO,2.19,89.2,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",86.8,CANDIDATA_PROXIMO_PREGAO,Liquidez score 89.2 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
ENEV3,ENEVF247,CALL,24.75,2026-06-19,23,CURTO,1.69,70.8,PROTECAO_CARTEIRA,"Protective Put, Collar",86.2,CANDIDATA_PROXIMO_PREGAO,Liquidez score 70.8 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
SUZB3,SUZBF416,CALL,41.67,2026-06-19,23,CURTO,1.3,85.9,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",85.8,CANDIDATA_PROXIMO_PREGAO,Liquidez score 85.9 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
WEGE3,WEGER42,PUT,42.53,2026-06-19,23,CURTO,1.04,86.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",85.8,CANDIDATA_PROXIMO_PREGAO,Liquidez score 86.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
ABEV3,ABEVF164,CALL,16.42,2026-06-19,23,CURTO,0.45,85.2,CONTINUACAO_ALTA,"Trava de Alta, Call Debit Spread",85.6,CANDIDATA_PROXIMO_PREGAO,Liquidez score 85.2 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
BBAS3,BBASQ211W5,PUT,21.1,2026-05-29,2,CURTO,0.38,85.1,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",85.5,CANDIDATA_PROXIMO_PREGAO,Liquidez score 85.1 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRF487,CALL,48.19,2026-06-19,23,CURTO,0.65,100.0,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",85.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
B3SA3,B3SAR175,PUT,17.47,2026-06-19,23,CURTO,1.05,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",85.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
B3SA3,B3SAR172,PUT,17.22,2026-06-19,23,CURTO,0.9,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",85.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRF472,CALL,46.69,2026-06-19,23,CURTO,1.02,100.0,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",85.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRF474,CALL,46.94,2026-06-19,23,CURTO,0.98,100.0,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",85.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRF477,CALL,47.19,2026-06-19,23,CURTO,0.87,100.0,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",85.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRF479,CALL,47.44,2026-06-19,23,CURTO,0.81,100.0,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",85.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRF482,CALL,47.69,2026-06-19,23,CURTO,0.71,100.0,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",85.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
