ativo_objeto,ticker_opcao,tipo,strike,vencimento,dte,categoria_vencimento,ultimo_preco,liquidez_score,cenario,estruturas_sugeridas,score,status,motivo
BBAS3,BBASR225,PUT,22.35,2026-06-19,23,CURTO,1.38,91.3,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",77.4,CANDIDATA_PROXIMO_PREGAO,Liquidez score 91.3 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
RENT3,RENTR436W2,PUT,43.62,2026-06-12,16,CURTO,1.52,58.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",77.4,CANDIDATA_PROXIMO_PREGAO,Liquidez score 58.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
ABEV3,ABEVF159,CALL,15.92,2026-06-19,23,CURTO,0.63,58.0,CONTINUACAO_ALTA,"Trava de Alta, Call Debit Spread",77.4,CANDIDATA_PROXIMO_PREGAO,Liquidez score 58.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
RENT3,RENTF440,CALL,43.62,2026-06-19,23,CURTO,2.09,57.9,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",77.4,CANDIDATA_PROXIMO_PREGAO,Liquidez score 57.9 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
WEGE3,WEGEG422,CALL,42.21,2026-07-17,51,MEDIO,2.83,74.5,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",77.3,MONITORAR_NO_RTD,Liquidez score 74.5 ≥ 30 — monitorar confirmação via RTD.
ENEV3,ENEVS237,PUT,23.75,2026-07-17,51,MEDIO,0.9,74.3,PROTECAO_CARTEIRA,"Protective Put, Collar",77.3,MONITORAR_NO_RTD,Liquidez score 74.3 ≥ 30 — monitorar confirmação via RTD.
WEGE3,WEGEG432,CALL,43.21,2026-07-17,51,MEDIO,2.29,74.2,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",77.3,MONITORAR_NO_RTD,Liquidez score 74.2 ≥ 30 — monitorar confirmação via RTD.
ITUB4,ITUBR421,PUT,38.39,2026-06-19,23,CURTO,0.53,74.3,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",77.3,CANDIDATA_PROXIMO_PREGAO,Liquidez score 74.3 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRE465W5,CALL,45.96,2026-05-29,2,CURTO,0.36,74.1,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",77.2,CANDIDATA_PROXIMO_PREGAO,Liquidez score 74.1 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRQ437W5,PUT,43.21,2026-05-29,2,CURTO,0.4,74.0,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",77.2,CANDIDATA_PROXIMO_PREGAO,Liquidez score 74.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRF495,CALL,48.96,2026-06-19,23,CURTO,2.89,73.8,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",77.1,CANDIDATA_PROXIMO_PREGAO,Liquidez score 73.8 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
WEGE3,WEGER443,PUT,44.28,2026-06-19,23,CURTO,1.94,90.3,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",77.1,CANDIDATA_PROXIMO_PREGAO,Liquidez score 90.3 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
BBDC4,BBDCQ176W5,PUT,17.66,2026-05-29,2,CURTO,0.24,56.5,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",77.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 56.5 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
VALE3,VALEF830W1,CALL,83.0,2026-06-05,9,CURTO,1.87,89.6,LATERALIDADE,Monitorar — Iron Condor futuro,76.9,CANDIDATA_PROXIMO_PREGAO,Liquidez score 89.6 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRS437,PUT,43.19,2026-07-17,51,MEDIO,1.42,89.6,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",76.9,MONITORAR_NO_RTD,Liquidez score 89.6 ≥ 30 — monitorar confirmação via RTD.
PETR4,PETRR450W1,PUT,44.46,2026-06-05,9,CURTO,1.16,55.9,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",76.8,CANDIDATA_PROXIMO_PREGAO,Liquidez score 55.9 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PRIO3,PRIOE690W5,CALL,69.0,2026-05-29,2,CURTO,1.47,89.5,LATERALIDADE,Monitorar — Iron Condor futuro,76.8,CANDIDATA_PROXIMO_PREGAO,Liquidez score 89.5 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
WEGE3,WEGES454,PUT,43.46,2026-07-17,51,MEDIO,1.79,72.5,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",76.8,MONITORAR_NO_RTD,Liquidez score 72.5 ≥ 30 — monitorar confirmação via RTD.
ITUB4,ITUBR419,PUT,38.14,2026-06-19,23,CURTO,0.47,72.5,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",76.8,CANDIDATA_PROXIMO_PREGAO,Liquidez score 72.5 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRS422,PUT,41.69,2026-07-17,51,MEDIO,0.97,89.1,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",76.7,MONITORAR_NO_RTD,Liquidez score 89.1 ≥ 30 — monitorar confirmação via RTD.
TAEE11,TAEEF400,CALL,38.64,2026-06-19,23,CURTO,1.2,55.5,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",76.7,CANDIDATA_PROXIMO_PREGAO,Liquidez score 55.5 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
BBDC4,BBDCS2,PUT,17.41,2026-07-17,51,MEDIO,0.47,71.9,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",76.6,MONITORAR_NO_RTD,Liquidez score 71.9 ≥ 30 — monitorar confirmação via RTD.
WEGE3,WEGEF464W2,CALL,46.42,2026-06-12,16,CURTO,1.25,72.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",76.6,CANDIDATA_PROXIMO_PREGAO,Liquidez score 72.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRF450W1,CALL,44.46,2026-06-05,9,CURTO,1.28,55.4,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",76.6,CANDIDATA_PROXIMO_PREGAO,Liquidez score 55.4 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
ABEV3,ABEVF161W2,CALL,16.17,2026-06-12,16,CURTO,0.29,55.0,CONTINUACAO_ALTA,"Trava de Alta, Call Debit Spread",76.5,CANDIDATA_PROXIMO_PREGAO,Liquidez score 55.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
BPAC11,BPACG531,CALL,53.19,2026-07-17,51,MEDIO,3.95,71.8,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",76.5,MONITORAR_NO_RTD,Liquidez score 71.8 ≥ 30 — monitorar confirmação via RTD.
ENEV3,ENEVG260,CALL,26.0,2026-07-17,51,MEDIO,1.29,71.6,PROTECAO_CARTEIRA,"Protective Put, Collar",76.5,MONITORAR_NO_RTD,Liquidez score 71.6 ≥ 30 — monitorar confirmação via RTD.
PETR4,PETRR409,PUT,40.44,2026-06-19,23,CURTO,0.37,71.8,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",76.5,CANDIDATA_PROXIMO_PREGAO,Liquidez score 71.8 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
TAEE11,TAEER395,PUT,38.14,2026-06-19,23,CURTO,0.52,55.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",76.5,CANDIDATA_PROXIMO_PREGAO,Liquidez score 55.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
ENEV3,ENEVF165,CALL,16.5,2026-06-19,23,CURTO,9.56,88.0,PROTECAO_CARTEIRA,"Protective Put, Collar",76.4,CANDIDATA_PROXIMO_PREGAO,Liquidez score 88.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
BBDC4,BBDCG189,CALL,18.66,2026-07-17,51,MEDIO,0.44,88.1,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",76.4,MONITORAR_NO_RTD,Liquidez score 88.1 ≥ 30 — monitorar confirmação via RTD.
B3SA3,B3SAR305,PUT,30.47,2026-06-19,23,CURTO,13.25,88.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",76.4,CANDIDATA_PROXIMO_PREGAO,Liquidez score 88.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
GGBR4,GGBRF241,CALL,23.93,2026-06-19,23,CURTO,0.89,54.8,CONTINUACAO_ALTA,"Trava de Alta, Call Debit Spread",76.4,CANDIDATA_PROXIMO_PREGAO,Liquidez score 54.8 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
TAEE11,TAEEF395,CALL,38.14,2026-06-19,23,CURTO,1.49,54.6,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",76.4,CANDIDATA_PROXIMO_PREGAO,Liquidez score 54.6 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
BBAS3,BBASQ231W5,PUT,23.1,2026-05-29,2,CURTO,2.18,87.7,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",76.3,CANDIDATA_PROXIMO_PREGAO,Liquidez score 87.7 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
BBDC4,BBDCG184,CALL,18.16,2026-07-17,51,MEDIO,0.63,87.7,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",76.3,MONITORAR_NO_RTD,Liquidez score 87.7 ≥ 30 — monitorar confirmação via RTD.
HAPV3,HAPVG120,CALL,12.0,2026-07-17,51,MEDIO,1.16,71.1,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",76.3,MONITORAR_NO_RTD,Liquidez score 71.1 ≥ 30 — monitorar confirmação via RTD.
ITUB4,ITUBF427,CALL,42.44,2026-06-19,23,CURTO,0.27,70.9,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",76.3,CANDIDATA_PROXIMO_PREGAO,Liquidez score 70.9 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
BBAS3,BBASF225,CALL,22.35,2026-06-19,23,CURTO,0.18,71.1,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",76.3,CANDIDATA_PROXIMO_PREGAO,Liquidez score 71.1 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
BBAS3,BBASS216,PUT,21.26,2026-07-17,51,MEDIO,0.79,71.1,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",76.3,MONITORAR_NO_RTD,Liquidez score 71.1 ≥ 30 — monitorar confirmação via RTD.
BBDC4,BBDCT176,PUT,17.39,2026-08-21,86,MEDIO,0.64,70.7,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",76.2,MONITORAR_NO_RTD,Liquidez score 70.7 ≥ 30 — monitorar confirmação via RTD.
B3SA3,B3SAR187,PUT,18.72,2026-06-19,23,CURTO,2.0,87.2,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",76.2,CANDIDATA_PROXIMO_PREGAO,Liquidez score 87.2 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
BBAS3,BBAST205,PUT,20.52,2026-08-21,86,MEDIO,0.67,87.2,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",76.2,MONITORAR_NO_RTD,Liquidez score 87.2 ≥ 30 — monitorar confirmação via RTD.
WEGE3,WEGET435,PUT,43.46,2026-08-21,86,MEDIO,2.4,70.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",76.0,MONITORAR_NO_RTD,Liquidez score 70.0 ≥ 30 — monitorar confirmação via RTD.
BBAS3,BBASQ206W5,PUT,20.6,2026-05-29,2,CURTO,0.15,53.5,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",76.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 53.5 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
SUZB3,SUZBF451,CALL,45.17,2026-06-19,23,CURTO,0.19,69.7,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",75.9,CANDIDATA_PROXIMO_PREGAO,Liquidez score 69.7 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
WEGE3,WEGEF483,CALL,47.03,2026-06-19,23,CURTO,0.39,69.6,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",75.9,CANDIDATA_PROXIMO_PREGAO,Liquidez score 69.6 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
ITUB4,ITUBS428,PUT,39.04,2026-07-17,51,MEDIO,1.0,69.8,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",75.9,MONITORAR_NO_RTD,Liquidez score 69.8 ≥ 30 — monitorar confirmação via RTD.
BPAC11,BPACF535,CALL,53.55,2026-06-19,23,CURTO,2.33,53.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",75.9,CANDIDATA_PROXIMO_PREGAO,Liquidez score 53.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
RENT3,RENTF466,CALL,46.62,2026-06-19,23,CURTO,1.14,69.6,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",75.9,CANDIDATA_PROXIMO_PREGAO,Liquidez score 69.6 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
HAPV3,HAPVR117,PUT,11.75,2026-06-19,23,CURTO,0.54,69.8,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",75.9,CANDIDATA_PROXIMO_PREGAO,Liquidez score 69.8 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
BBAS3,BBASS198,PUT,19.51,2026-07-17,51,MEDIO,0.24,86.2,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",75.9,MONITORAR_NO_RTD,Liquidez score 86.2 ≥ 30 — monitorar confirmação via RTD.
WEGE3,WEGER420,PUT,41.92,2026-06-19,23,CURTO,0.82,52.7,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",75.8,CANDIDATA_PROXIMO_PREGAO,Liquidez score 52.7 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
CPLE6,CPLER147,PUT,14.53,2026-06-19,23,CURTO,0.27,52.2,CONTINUACAO_ALTA,"Trava de Alta, Call Debit Spread",75.7,CANDIDATA_PROXIMO_PREGAO,Liquidez score 52.2 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
ITUB4,ITUBF44,CALL,43.69,2026-06-19,23,CURTO,0.13,69.1,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",75.7,CANDIDATA_PROXIMO_PREGAO,Liquidez score 69.1 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
B3SA3,B3SAS175,PUT,17.14,2026-07-17,51,MEDIO,0.98,85.8,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",75.7,MONITORAR_NO_RTD,Liquidez score 85.8 ≥ 30 — monitorar confirmação via RTD.
RENT3,RENTF435,CALL,43.12,2026-06-19,23,CURTO,2.46,52.2,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",75.7,CANDIDATA_PROXIMO_PREGAO,Liquidez score 52.2 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRQ460W5,PUT,45.46,2026-05-29,2,CURTO,1.7,85.6,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",75.7,CANDIDATA_PROXIMO_PREGAO,Liquidez score 85.6 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
SUZB3,SUZBR436,PUT,43.67,2026-06-19,23,CURTO,1.89,85.7,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",75.7,CANDIDATA_PROXIMO_PREGAO,Liquidez score 85.7 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
ITUB4,ITUBE401W5,CALL,40.11,2026-05-29,2,CURTO,0.36,51.9,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",75.6,CANDIDATA_PROXIMO_PREGAO,Liquidez score 51.9 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
BBDC4,BBDCS179,PUT,17.91,2026-07-17,51,MEDIO,0.67,68.6,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",75.6,MONITORAR_NO_RTD,Liquidez score 68.6 ≥ 30 — monitorar confirmação via RTD.
PETR4,PETRI457,CALL,45.19,2026-09-18,114,LONGO,4.32,85.0,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",75.5,MONITORAR_NO_RTD,Liquidez score 85.0 ≥ 30 — monitorar confirmação via RTD.
BBDC4,BBDCR174,PUT,16.76,2026-06-19,23,CURTO,0.16,68.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",75.4,CANDIDATA_PROXIMO_PREGAO,Liquidez score 68.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
BBDC4,BBDCR179,PUT,17.01,2026-06-19,23,CURTO,0.22,68.1,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",75.4,CANDIDATA_PROXIMO_PREGAO,Liquidez score 68.1 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
EGIE3,EGIER329,PUT,32.5,2026-06-19,23,CURTO,0.82,51.3,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",75.4,CANDIDATA_PROXIMO_PREGAO,Liquidez score 51.3 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
RENT3,RENTR438,PUT,43.37,2026-06-19,23,CURTO,1.92,51.2,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",75.4,CANDIDATA_PROXIMO_PREGAO,Liquidez score 51.2 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
BBAS3,BBASF229,CALL,22.6,2026-06-19,23,CURTO,0.14,67.9,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",75.4,CANDIDATA_PROXIMO_PREGAO,Liquidez score 67.9 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
HAPV3,HAPVE120W5,CALL,12.0,2026-05-29,2,CURTO,0.4,51.3,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",75.4,CANDIDATA_PROXIMO_PREGAO,Liquidez score 51.3 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
ITUB4,ITUBE398W5,CALL,39.86,2026-05-29,2,CURTO,0.39,51.3,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",75.4,CANDIDATA_PROXIMO_PREGAO,Liquidez score 51.3 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
BBDC4,BBDCR11,PUT,16.51,2026-06-19,23,CURTO,0.11,67.9,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",75.4,CANDIDATA_PROXIMO_PREGAO,Liquidez score 67.9 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
BPAC11,BPACF545,CALL,54.55,2026-06-19,23,CURTO,1.8,50.9,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",75.3,CANDIDATA_PROXIMO_PREGAO,Liquidez score 50.9 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
B3SA3,B3SAR185,PUT,18.47,2026-06-19,23,CURTO,1.79,67.8,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",75.3,CANDIDATA_PROXIMO_PREGAO,Liquidez score 67.8 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
RENT3,RENTR433,PUT,42.87,2026-06-19,23,CURTO,1.76,50.6,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",75.2,CANDIDATA_PROXIMO_PREGAO,Liquidez score 50.6 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
VALE3,VALEF840W2,CALL,84.0,2026-06-12,16,CURTO,3.43,84.0,LATERALIDADE,Monitorar — Iron Condor futuro,75.2,CANDIDATA_PROXIMO_PREGAO,Liquidez score 84.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
B3SA3,B3SAG180,CALL,17.64,2026-07-17,51,MEDIO,0.62,67.3,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",75.2,MONITORAR_NO_RTD,Liquidez score 67.3 ≥ 30 — monitorar confirmação via RTD.
ITUB4,ITUBR410,PUT,40.69,2026-06-19,23,CURTO,1.59,83.6,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",75.1,CANDIDATA_PROXIMO_PREGAO,Liquidez score 83.6 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
BPAC11,BPACF590,CALL,59.05,2026-06-19,23,CURTO,0.44,66.9,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",75.1,CANDIDATA_PROXIMO_PREGAO,Liquidez score 66.9 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
ITUB4,ITUBF364,CALL,36.46,2026-06-19,23,CURTO,3.49,83.8,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",75.1,CANDIDATA_PROXIMO_PREGAO,Liquidez score 83.8 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
ITUB4,ITUBQ393W5,PUT,39.36,2026-05-29,2,CURTO,0.48,50.3,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",75.1,CANDIDATA_PROXIMO_PREGAO,Liquidez score 50.3 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
B3SA3,B3SAH167,CALL,16.39,2026-08-21,86,MEDIO,1.5,50.2,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",75.1,MONITORAR_NO_RTD,Liquidez score 50.2 ≥ 30 — monitorar confirmação via RTD.
VALE3,VALEE840W5,CALL,84.0,2026-05-29,2,CURTO,0.73,83.7,LATERALIDADE,Monitorar — Iron Condor futuro,75.1,CANDIDATA_PROXIMO_PREGAO,Liquidez score 83.7 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRF354,CALL,34.94,2026-06-19,23,CURTO,9.39,100.0,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",75.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
VALE3,VALEF911,CALL,86.18,2026-06-19,23,CURTO,1.47,100.0,LATERALIDADE,Monitorar — Iron Condor futuro,75.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRR529W1,PUT,52.96,2026-06-05,9,CURTO,7.77,100.0,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",75.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRF309,CALL,30.44,2026-06-19,23,CURTO,14.02,100.0,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",75.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRF332,CALL,32.69,2026-06-19,23,CURTO,11.94,100.0,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",75.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
RENT3,RENTR420,PUT,41.62,2026-06-19,23,CURTO,1.18,66.5,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",75.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 66.5 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRF297,CALL,29.19,2026-06-19,23,CURTO,16.35,100.0,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",75.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRF332W2,CALL,32.71,2026-06-12,16,CURTO,14.93,100.0,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",75.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRQ505W5,PUT,49.96,2026-05-29,2,CURTO,5.66,100.0,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",75.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
SUZB3,SUZBR511W4,PUT,51.17,2026-06-26,30,CURTO,7.1,100.0,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",75.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
VALE3,VALEF906,CALL,85.68,2026-06-19,23,CURTO,1.46,100.0,LATERALIDADE,Monitorar — Iron Condor futuro,75.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRF317,CALL,31.19,2026-06-19,23,CURTO,13.56,100.0,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",75.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
VALE3,VALEF916,CALL,86.68,2026-06-19,23,CURTO,1.17,100.0,LATERALIDADE,Monitorar — Iron Condor futuro,75.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
PETR4,PETRF349,CALL,34.44,2026-06-19,23,CURTO,10.17,100.0,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",75.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
VALE3,VALEF921,CALL,87.18,2026-06-19,23,CURTO,0.98,100.0,LATERALIDADE,Monitorar — Iron Condor futuro,75.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
VALE3,VALEF926,CALL,87.68,2026-06-19,23,CURTO,0.99,100.0,LATERALIDADE,Monitorar — Iron Condor futuro,75.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.
