ativo_objeto,ticker_opcao,tipo,strike,vencimento,dte,categoria_vencimento,ultimo_preco,vol_media_5d,vol_media_10d,vol_media_21d,negocios_media_5d,variacao_volume,variacao_preco,moneyness,moneyness_cat,liquidez_score,spot,retorno_5d,retorno_21d,retorno_63d,vol_hist_21d,dist_max,dist_min,vol_relativa,tendencia,cenario,estruturas_sugeridas,score,status,motivo,risco_principal,data_analise,ultima_data_cotahist
ENEV3,ENEVR245,PUT,24.5,2026-06-19,23,CURTO,0.62,124356.2,62251.8,44580.57,16.4,1.789471,1.066667,-0.018776,ATM,100.0,24.96,-0.00399,-0.076582,0.139726,0.297968,-0.095324,0.896657,0.413965,LATERAL,PROTECAO_CARTEIRA,"Protective Put, Collar",95.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Decay temporal do prêmio caso o ativo não caia.,2026-05-27,2026-05-22
ENEV3,ENEVF250,CALL,25.0,2026-06-19,23,CURTO,1.56,204316.6,2253686.2,1610469.86,28.6,-0.873132,-0.152174,-0.0016,ATM,100.0,24.96,-0.00399,-0.076582,0.139726,0.297968,-0.095324,0.896657,0.413965,LATERAL,PROTECAO_CARTEIRA,"Protective Put, Collar",95.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Decay temporal do prêmio caso o ativo não caia.,2026-05-27,2026-05-22
B3SA3,B3SAR167,PUT,16.72,2026-06-19,23,CURTO,0.65,140427.6,165015.5,80566.24,97.8,0.743008,-0.044118,0.003589,ATM,100.0,16.66,-0.002395,-0.126377,-0.061408,0.377431,-0.160282,0.361111,0.207843,LATERAL,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",95.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Tese de recuperação não se confirma — perda do prêmio pago.,2026-05-27,2026-05-22
B3SA3,B3SAR165,PUT,16.47,2026-06-19,23,CURTO,0.54,438187.2,249303.9,121212.67,91.2,2.615028,-0.052632,-0.011536,ATM,100.0,16.66,-0.002395,-0.126377,-0.061408,0.377431,-0.160282,0.361111,0.207843,LATERAL,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",95.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Tese de recuperação não se confirma — perda do prêmio pago.,2026-05-27,2026-05-22
B3SA3,B3SAF170,CALL,16.97,2026-06-19,23,CURTO,0.59,214234.4,126682.0,88955.71,189.6,1.408326,-0.119403,-0.018268,ATM,100.0,16.66,-0.002395,-0.126377,-0.061408,0.377431,-0.160282,0.361111,0.207843,LATERAL,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",95.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Tese de recuperação não se confirma — perda do prêmio pago.,2026-05-27,2026-05-22
B3SA3,B3SAF167,CALL,16.72,2026-06-19,23,CURTO,0.75,383818.2,210309.1,117489.67,157.2,2.266825,-0.074074,-0.003589,ATM,100.0,16.66,-0.002395,-0.126377,-0.061408,0.377431,-0.160282,0.361111,0.207843,LATERAL,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",95.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Tese de recuperação não se confirma — perda do prêmio pago.,2026-05-27,2026-05-22
B3SA3,B3SAF165,CALL,16.47,2026-06-19,23,CURTO,0.88,228616.6,145283.8,89235.05,74.0,1.56196,-0.053763,0.011536,ATM,100.0,16.66,-0.002395,-0.126377,-0.061408,0.377431,-0.160282,0.361111,0.207843,LATERAL,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",95.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Tese de recuperação não se confirma — perda do prêmio pago.,2026-05-27,2026-05-22
ENEV3,ENEVR250,PUT,25.0,2026-06-19,23,CURTO,0.93,864223.4,456154.0,307326.56,50.8,1.812069,0.409091,0.0016,ATM,100.0,24.96,-0.00399,-0.076582,0.139726,0.297968,-0.095324,0.896657,0.413965,LATERAL,PROTECAO_CARTEIRA,"Protective Put, Collar",95.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Decay temporal do prêmio caso o ativo não caia.,2026-05-27,2026-05-22
B3SA3,B3SAR170,PUT,16.97,2026-06-19,23,CURTO,0.79,409415.6,272823.5,179050.19,45.2,1.286597,0.053333,0.018268,ATM,100.0,16.66,-0.002395,-0.126377,-0.061408,0.377431,-0.160282,0.361111,0.207843,LATERAL,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",95.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Tese de recuperação não se confirma — perda do prêmio pago.,2026-05-27,2026-05-22
PETR4,PETRQ455W5,PUT,44.96,2026-05-29,2,CURTO,1.07,99997.2,68655.1,40492.06,42.0,1.469551,0.244186,0.010676,ATM,100.0,44.48,-0.021773,-0.066918,0.176408,0.26737,-0.106468,0.524854,0.019934,BAIXA_MODERADA,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Recuperação inesperada do ativo antes do vencimento.,2026-05-27,2026-05-22
PETR4,PETRF442,CALL,43.69,2026-06-19,23,CURTO,2.36,856329.4,630371.1,540707.24,343.8,0.583721,-0.255521,0.018082,ATM,100.0,44.48,-0.021773,-0.066918,0.176408,0.26737,-0.106468,0.524854,0.019934,BAIXA_MODERADA,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Recuperação inesperada do ativo antes do vencimento.,2026-05-27,2026-05-22
BBDC4,BBDCR4,PUT,17.76,2026-06-19,23,CURTO,0.5,387945.4,277318.4,141171.48,136.4,1.748044,0.041667,0.007883,ATM,100.0,17.62,-0.003957,-0.136698,-0.173933,0.252721,-0.190257,0.143413,-0.134187,LATERAL,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Tese de recuperação não se confirma — perda do prêmio pago.,2026-05-27,2026-05-22
BBAS3,BBASF206,CALL,20.6,2026-06-19,23,CURTO,0.88,278013.6,334221.1,182590.52,187.6,0.522607,0.023256,0.016505,ATM,100.0,20.94,0.011594,-0.105128,-0.208617,0.232023,-0.240754,0.141144,0.054066,LATERAL,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Tese de recuperação não se confirma — perda do prêmio pago.,2026-05-27,2026-05-22
BBAS3,BBASF210,CALL,20.85,2026-06-19,23,CURTO,0.75,180046.0,256625.9,167800.0,176.8,0.07298,0.013514,0.004317,ATM,100.0,20.94,0.011594,-0.105128,-0.208617,0.232023,-0.240754,0.141144,0.054066,LATERAL,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Tese de recuperação não se confirma — perda do prêmio pago.,2026-05-27,2026-05-22
BBAS3,BBASF213,CALL,21.35,2026-06-19,23,CURTO,0.47,440615.2,375917.9,211399.71,321.0,1.084275,-0.040816,-0.019204,ATM,100.0,20.94,0.011594,-0.105128,-0.208617,0.232023,-0.240754,0.141144,0.054066,LATERAL,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Tese de recuperação não se confirma — perda do prêmio pago.,2026-05-27,2026-05-22
BBAS3,BBASF214,CALL,21.1,2026-06-19,23,CURTO,0.58,191462.6,250102.0,164176.86,258.2,0.166197,-0.064516,-0.007583,ATM,100.0,20.94,0.011594,-0.105128,-0.208617,0.232023,-0.240754,0.141144,0.054066,LATERAL,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Tese de recuperação não se confirma — perda do prêmio pago.,2026-05-27,2026-05-22
BBAS3,BBASR206,PUT,20.6,2026-06-19,23,CURTO,0.38,148068.2,255649.7,132908.67,162.2,0.11406,-0.366667,-0.016505,ATM,100.0,20.94,0.011594,-0.105128,-0.208617,0.232023,-0.240754,0.141144,0.054066,LATERAL,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Tese de recuperação não se confirma — perda do prêmio pago.,2026-05-27,2026-05-22
BBAS3,BBASR210,PUT,20.85,2026-06-19,23,CURTO,0.53,488547.8,699152.1,365633.33,338.4,0.336169,-0.208955,-0.004317,ATM,100.0,20.94,0.011594,-0.105128,-0.208617,0.232023,-0.240754,0.141144,0.054066,LATERAL,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Tese de recuperação não se confirma — perda do prêmio pago.,2026-05-27,2026-05-22
BBAS3,BBASR213,PUT,21.35,2026-06-19,23,CURTO,0.71,1003724.0,817881.0,427943.62,287.2,1.345459,-0.193182,0.019204,ATM,100.0,20.94,0.011594,-0.105128,-0.208617,0.232023,-0.240754,0.141144,0.054066,LATERAL,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Tese de recuperação não se confirma — perda do prêmio pago.,2026-05-27,2026-05-22
BBAS3,BBASR214,PUT,21.1,2026-06-19,23,CURTO,0.57,161622.8,246618.1,153971.38,208.4,0.049694,-0.208333,0.007583,ATM,100.0,20.94,0.011594,-0.105128,-0.208617,0.232023,-0.240754,0.141144,0.054066,LATERAL,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Tese de recuperação não se confirma — perda do prêmio pago.,2026-05-27,2026-05-22
PETR4,PETRF444,CALL,43.94,2026-06-19,23,CURTO,2.19,594743.2,665711.9,459963.33,261.2,0.293023,-0.255102,0.012289,ATM,100.0,44.48,-0.021773,-0.066918,0.176408,0.26737,-0.106468,0.524854,0.019934,BAIXA_MODERADA,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Recuperação inesperada do ativo antes do vencimento.,2026-05-27,2026-05-22
PETR4,PETRR442,PUT,43.69,2026-06-19,23,CURTO,1.22,732695.4,584078.9,337824.33,356.2,1.168865,0.311828,-0.018082,ATM,100.0,44.48,-0.021773,-0.066918,0.176408,0.26737,-0.106468,0.524854,0.019934,BAIXA_MODERADA,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Recuperação inesperada do ativo antes do vencimento.,2026-05-27,2026-05-22
PETR4,PETRF457,CALL,45.19,2026-06-19,23,CURTO,1.58,2335457.0,2026515.0,1209299.43,685.8,0.931248,-0.297778,-0.015711,ATM,100.0,44.48,-0.021773,-0.066918,0.176408,0.26737,-0.106468,0.524854,0.019934,BAIXA_MODERADA,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Recuperação inesperada do ativo antes do vencimento.,2026-05-27,2026-05-22
B3SA3,B3SAF172,CALL,17.22,2026-06-19,23,CURTO,0.48,373927.2,216780.6,135019.29,190.8,1.769435,-0.172414,-0.03252,OTM,100.0,16.66,-0.002395,-0.126377,-0.061408,0.377431,-0.160282,0.361111,0.207843,LATERAL,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Tese de recuperação não se confirma — perda do prêmio pago.,2026-05-27,2026-05-22
B3SA3,B3SAF177,CALL,17.72,2026-06-19,23,CURTO,0.33,168468.4,140833.5,154439.0,54.4,0.090841,-0.214286,-0.059819,OTM,100.0,16.66,-0.002395,-0.126377,-0.061408,0.377431,-0.160282,0.361111,0.207843,LATERAL,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Tese de recuperação não se confirma — perda do prêmio pago.,2026-05-27,2026-05-22
B3SA3,B3SAF180,CALL,17.97,2026-06-19,23,CURTO,0.28,274101.8,192496.4,139336.0,191.4,0.9672,-0.348837,-0.072899,OTM,100.0,16.66,-0.002395,-0.126377,-0.061408,0.377431,-0.160282,0.361111,0.207843,LATERAL,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Tese de recuperação não se confirma — perda do prêmio pago.,2026-05-27,2026-05-22
B3SA3,B3SAG163,CALL,16.39,2026-07-17,51,MEDIO,1.24,128881.8,68347.1,68347.1,91.2,0.885695,-0.114286,0.016473,ATM,100.0,16.66,-0.002395,-0.126377,-0.061408,0.377431,-0.160282,0.361111,0.207843,LATERAL,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,MONITORAR_NO_RTD,Liquidez score 100.0 ≥ 30 — monitorar confirmação via RTD.,Tese de recuperação não se confirma — perda do prêmio pago.,2026-05-27,2026-05-22
B3SA3,B3SAG166,CALL,16.64,2026-07-17,51,MEDIO,1.06,140604.8,166738.43,166738.43,44.2,-0.156734,-0.145161,0.001202,ATM,100.0,16.66,-0.002395,-0.126377,-0.061408,0.377431,-0.160282,0.361111,0.207843,LATERAL,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,MONITORAR_NO_RTD,Liquidez score 100.0 ≥ 30 — monitorar confirmação via RTD.,Tese de recuperação não se confirma — perda do prêmio pago.,2026-05-27,2026-05-22
B3SA3,B3SAR162,PUT,16.22,2026-06-19,23,CURTO,0.42,226086.4,165508.5,82155.14,86.4,1.751945,-0.045455,-0.027127,OTM,100.0,16.66,-0.002395,-0.126377,-0.061408,0.377431,-0.160282,0.361111,0.207843,LATERAL,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Tese de recuperação não se confirma — perda do prêmio pago.,2026-05-27,2026-05-22
PETR4,PETRF447,CALL,44.19,2026-06-19,23,CURTO,2.07,1250759.4,868296.2,707658.29,616.8,0.767462,-0.273684,0.006563,ATM,100.0,44.48,-0.021773,-0.066918,0.176408,0.26737,-0.106468,0.524854,0.019934,BAIXA_MODERADA,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Recuperação inesperada do ativo antes do vencimento.,2026-05-27,2026-05-22
PETR4,PETRF449,CALL,44.44,2026-06-19,23,CURTO,1.92,1197454.8,835689.2,569735.52,611.4,1.101773,-0.286245,0.0009,ATM,100.0,44.48,-0.021773,-0.066918,0.176408,0.26737,-0.106468,0.524854,0.019934,BAIXA_MODERADA,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Recuperação inesperada do ativo antes do vencimento.,2026-05-27,2026-05-22
BBDC4,BBDCR200,PUT,17.51,2026-06-19,23,CURTO,0.38,124035.0,151054.6,78393.76,113.8,0.582205,0.0,-0.006282,ATM,100.0,17.62,-0.003957,-0.136698,-0.173933,0.252721,-0.190257,0.143413,-0.134187,LATERAL,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Tese de recuperação não se confirma — perda do prêmio pago.,2026-05-27,2026-05-22
BBDC4,BBDCF4,CALL,17.76,2026-06-19,23,CURTO,0.53,291606.6,250794.9,172857.62,84.8,0.686976,-0.171875,-0.007883,ATM,100.0,17.62,-0.003957,-0.136698,-0.173933,0.252721,-0.190257,0.143413,-0.134187,LATERAL,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Tese de recuperação não se confirma — perda do prêmio pago.,2026-05-27,2026-05-22
PETR4,PETRF452,CALL,44.69,2026-06-19,23,CURTO,1.8,1512507.6,1218142.1,808088.1,768.4,0.871711,-0.277108,-0.004699,ATM,100.0,44.48,-0.021773,-0.066918,0.176408,0.26737,-0.106468,0.524854,0.019934,BAIXA_MODERADA,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Recuperação inesperada do ativo antes do vencimento.,2026-05-27,2026-05-22
ITUB4,ITUBR436,PUT,39.84,2026-06-19,23,CURTO,1.1,223263.8,180337.3,96845.1,92.8,1.30537,0.157895,0.010291,ATM,100.0,39.43,-0.006801,-0.124362,-0.187848,0.239625,-0.201337,0.143893,0.001642,LATERAL,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Tese de recuperação não se confirma — perda do prêmio pago.,2026-05-27,2026-05-22
PETR4,PETRQ452W5,PUT,44.71,2026-05-29,2,CURTO,0.95,269674.0,139744.4,139744.4,41.8,0.929766,0.266667,0.005144,ATM,100.0,44.48,-0.021773,-0.066918,0.176408,0.26737,-0.106468,0.524854,0.019934,BAIXA_MODERADA,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Recuperação inesperada do ativo antes do vencimento.,2026-05-27,2026-05-22
PETR4,PETRR444,PUT,43.94,2026-06-19,23,CURTO,1.31,2255288.0,1640367.6,847539.29,475.0,1.660983,0.31,-0.012289,ATM,100.0,44.48,-0.021773,-0.066918,0.176408,0.26737,-0.106468,0.524854,0.019934,BAIXA_MODERADA,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Recuperação inesperada do ativo antes do vencimento.,2026-05-27,2026-05-22
PETR4,PETRR447,PUT,44.19,2026-06-19,23,CURTO,1.42,1847721.6,1349550.4,722317.86,547.4,1.558045,0.314815,-0.006563,ATM,100.0,44.48,-0.021773,-0.066918,0.176408,0.26737,-0.106468,0.524854,0.019934,BAIXA_MODERADA,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Recuperação inesperada do ativo antes do vencimento.,2026-05-27,2026-05-22
PETR4,PETRQ447W5,PUT,44.21,2026-05-29,2,CURTO,0.72,105685.4,59092.7,59092.7,103.2,0.788468,0.142857,-0.006107,ATM,100.0,44.48,-0.021773,-0.066918,0.176408,0.26737,-0.106468,0.524854,0.019934,BAIXA_MODERADA,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Recuperação inesperada do ativo antes do vencimento.,2026-05-27,2026-05-22
PETR4,PETRR449,PUT,44.44,2026-06-19,23,CURTO,1.52,2664731.6,1835879.6,953377.1,643.8,1.795045,0.299145,-0.0009,ATM,100.0,44.48,-0.021773,-0.066918,0.176408,0.26737,-0.106468,0.524854,0.019934,BAIXA_MODERADA,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Recuperação inesperada do ativo antes do vencimento.,2026-05-27,2026-05-22
PETR4,PETRR452,PUT,44.69,2026-06-19,23,CURTO,1.64,1784554.6,1243145.2,744190.86,739.4,1.39798,0.28125,0.004699,ATM,100.0,44.48,-0.021773,-0.066918,0.176408,0.26737,-0.106468,0.524854,0.019934,BAIXA_MODERADA,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Recuperação inesperada do ativo antes do vencimento.,2026-05-27,2026-05-22
PETR4,PETRR454,PUT,44.94,2026-06-19,23,CURTO,1.78,3911180.4,2411112.5,1595549.05,948.6,1.451307,0.289855,0.010236,ATM,100.0,44.48,-0.021773,-0.066918,0.176408,0.26737,-0.106468,0.524854,0.019934,BAIXA_MODERADA,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Recuperação inesperada do ativo antes do vencimento.,2026-05-27,2026-05-22
PETR4,PETRR457,PUT,45.19,2026-06-19,23,CURTO,1.92,1968501.0,1504918.5,838749.05,593.6,1.346949,0.28,0.015711,ATM,100.0,44.48,-0.021773,-0.066918,0.176408,0.26737,-0.106468,0.524854,0.019934,BAIXA_MODERADA,CONTINUACAO_BAIXA,"Trava de Baixa, Put Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Recuperação inesperada do ativo antes do vencimento.,2026-05-27,2026-05-22
ITUB4,ITUBF404,CALL,40.09,2026-06-19,23,CURTO,1.0,593367.8,457815.6,241219.48,205.6,1.459867,-0.206349,-0.016463,ATM,100.0,39.43,-0.006801,-0.124362,-0.187848,0.239625,-0.201337,0.143893,0.001642,LATERAL,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Tese de recuperação não se confirma — perda do prêmio pago.,2026-05-27,2026-05-22
ITUB4,ITUBF429,CALL,39.11,2026-06-19,23,CURTO,1.5,367767.8,245076.3,160629.67,77.2,1.289538,-0.142857,0.008182,ATM,100.0,39.43,-0.006801,-0.124362,-0.187848,0.239625,-0.201337,0.143893,0.001642,LATERAL,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Tese de recuperação não se confirma — perda do prêmio pago.,2026-05-27,2026-05-22
ITUB4,ITUBF430,CALL,38.87,2026-06-19,23,CURTO,1.71,449161.19,291533.88,147778.56,285.8,2.039421,-0.095238,0.014407,ATM,100.0,39.43,-0.006801,-0.124362,-0.187848,0.239625,-0.201337,0.143893,0.001642,LATERAL,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Tese de recuperação não se confirma — perda do prêmio pago.,2026-05-27,2026-05-22
ITUB4,ITUBF431,CALL,39.36,2026-06-19,23,CURTO,1.3,240223.4,195367.6,105787.8,128.6,1.270804,-0.221557,0.001778,ATM,100.0,39.43,-0.006801,-0.124362,-0.187848,0.239625,-0.201337,0.143893,0.001642,LATERAL,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Tese de recuperação não se confirma — perda do prêmio pago.,2026-05-27,2026-05-22
ITUB4,ITUBF434,CALL,39.6,2026-06-19,23,CURTO,1.15,310293.46,234709.89,136971.77,129.4,1.265383,-0.253247,-0.004293,ATM,100.0,39.43,-0.006801,-0.124362,-0.187848,0.239625,-0.201337,0.143893,0.001642,LATERAL,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Tese de recuperação não se confirma — perda do prêmio pago.,2026-05-27,2026-05-22
ITUB4,ITUBF436,CALL,39.84,2026-06-19,23,CURTO,1.07,207195.4,191897.9,116986.43,99.0,0.771106,-0.207407,-0.010291,ATM,100.0,39.43,-0.006801,-0.124362,-0.187848,0.239625,-0.201337,0.143893,0.001642,LATERAL,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Tese de recuperação não se confirma — perda do prêmio pago.,2026-05-27,2026-05-22
ITUB4,ITUBR404,PUT,40.09,2026-06-19,23,CURTO,1.23,329282.8,283563.5,144952.0,124.6,1.271668,0.171429,0.016463,ATM,100.0,39.43,-0.006801,-0.124362,-0.187848,0.239625,-0.201337,0.143893,0.001642,LATERAL,RECUPERACAO_APOS_QUEDA,"Call Longa, Trava de Alta, Call Debit Spread",90.0,CANDIDATA_PROXIMO_PREGAO,Liquidez score 100.0 ≥ 50 com vencimento CURTO — candidata para próximo pregão.,Tese de recuperação não se confirma — perda do prêmio pago.,2026-05-27,2026-05-22
