filename,size_bytes,tipo,delimiter,n_lines,n_columns,header,columns_list,sample_source
BBAS3_ITR_itr_cia_aberta_BPP_ind_2025.csv,52459,BPP_IND,?,-1,0,ERROR,,sampled_from_type
BBDC4_DFP_dfp_cia_aberta_2025.csv,474,INDEX_DFP,?,-1,0,ERROR,,sampled_from_type
BBDC4_DFP_dfp_cia_aberta_BPA_con_2025.csv,15757,BPA_CON,?,-1,0,ERROR,,sampled_from_type
BBDC4_DFP_dfp_cia_aberta_BPA_ind_2025.csv,16199,BPA_IND,?,-1,0,ERROR,,sampled_from_type
BBDC4_DFP_dfp_cia_aberta_BPP_con_2025.csv,16749,BPP_CON,?,-1,0,ERROR,,sampled_from_type
BBDC4_DFP_dfp_cia_aberta_BPP_ind_2025.csv,17091,BPP_IND,?,-1,0,ERROR,,sampled_from_type
BBDC4_ITR_itr_cia_aberta_2025.csv,672,INDEX_ITR,?,-1,0,ERROR,,sampled_from_type
BBDC4_ITR_itr_cia_aberta_BPA_con_2025.csv,47444,BPA_CON,?,-1,0,ERROR,,sampled_from_type
BBDC4_ITR_itr_cia_aberta_BPA_ind_2025.csv,47909,BPA_IND,?,-1,0,ERROR,,sampled_from_type
BBDC4_ITR_itr_cia_aberta_BPP_con_2025.csv,49978,BPP_CON,?,-1,0,ERROR,,sampled_from_type
BBDC4_ITR_itr_cia_aberta_BPP_ind_2025.csv,51015,BPP_IND,?,-1,0,ERROR,,sampled_from_type
BBSE3_DFP_dfp_cia_aberta_2025.csv,293,INDEX_DFP,?,-1,0,ERROR,,sampled_from_type
BBSE3_DFP_dfp_cia_aberta_BPA_con_2025.csv,28507,BPA_CON,?,-1,0,ERROR,,sampled_from_type
BBSE3_DFP_dfp_cia_aberta_BPA_ind_2025.csv,27513,BPA_IND,?,-1,0,ERROR,,sampled_from_type
BBSE3_DFP_dfp_cia_aberta_BPP_con_2025.csv,29847,BPP_CON,?,-1,0,ERROR,,sampled_from_type
BBSE3_DFP_dfp_cia_aberta_BPP_ind_2025.csv,29170,BPP_IND,?,-1,0,ERROR,,sampled_from_type
BBSE3_ITR_itr_cia_aberta_2025.csv,723,INDEX_ITR,?,-1,0,ERROR,,sampled_from_type
BBSE3_ITR_itr_cia_aberta_BPA_con_2025.csv,85262,BPA_CON,?,-1,0,ERROR,,sampled_from_type
BBSE3_ITR_itr_cia_aberta_BPA_ind_2025.csv,82253,BPA_IND,?,-1,0,ERROR,,sampled_from_type
BBSE3_ITR_itr_cia_aberta_BPP_con_2025.csv,89270,BPP_CON,?,-1,0,ERROR,,sampled_from_type
BBSE3_ITR_itr_cia_aberta_BPP_ind_2025.csv,87224,BPP_IND,?,-1,0,ERROR,,sampled_from_type
BEEF3_DFP_dfp_cia_aberta_2025.csv,271,INDEX_DFP,?,-1,0,ERROR,,sampled_from_type
BEEF3_DFP_dfp_cia_aberta_BPA_con_2025.csv,26669,BPA_CON,?,-1,0,ERROR,,sampled_from_type
BEEF3_DFP_dfp_cia_aberta_BPA_ind_2025.csv,24373,BPA_IND,?,-1,0,ERROR,,sampled_from_type
BEEF3_DFP_dfp_cia_aberta_BPP_con_2025.csv,41307,BPP_CON,?,-1,0,ERROR,,sampled_from_type
BEEF3_DFP_dfp_cia_aberta_BPP_ind_2025.csv,41776,BPP_IND,?,-1,0,ERROR,,sampled_from_type
BEEF3_ITR_itr_cia_aberta_2025.csv,657,INDEX_ITR,?,-1,0,ERROR,,sampled_from_type
BEEF3_ITR_itr_cia_aberta_BPA_con_2025.csv,79727,BPA_CON,?,-1,0,ERROR,,sampled_from_type
BEEF3_ITR_itr_cia_aberta_BPA_ind_2025.csv,72846,BPA_IND,?,-1,0,ERROR,,sampled_from_type
BEEF3_ITR_itr_cia_aberta_BPP_con_2025.csv,123624,BPP_CON,?,-1,0,ERROR,,sampled_from_type
BEEF3_ITR_itr_cia_aberta_BPP_ind_2025.csv,125074,BPP_IND,?,-1,0,ERROR,,sampled_from_type
BMGB4_DFP_dfp_cia_aberta_2025.csv,272,INDEX_DFP,?,-1,0,ERROR,,sampled_from_type
BMGB4_DFP_dfp_cia_aberta_BPA_con_2025.csv,14735,BPA_CON,?,-1,0,ERROR,,sampled_from_type
BMGB4_DFP_dfp_cia_aberta_BPA_ind_2025.csv,17784,BPA_IND,?,-1,0,ERROR,,sampled_from_type
BMGB4_DFP_dfp_cia_aberta_BPP_con_2025.csv,17728,BPP_CON,?,-1,0,ERROR,,sampled_from_type
BMGB4_DFP_dfp_cia_aberta_BPP_ind_2025.csv,18892,BPP_IND,?,-1,0,ERROR,,sampled_from_type
BMGB4_ITR_itr_cia_aberta_2025.csv,854,INDEX_ITR,?,-1,0,ERROR,,sampled_from_type
BMGB4_ITR_itr_cia_aberta_BPA_con_2025.csv,43934,BPA_CON,?,-1,0,ERROR,,sampled_from_type
BMGB4_ITR_itr_cia_aberta_BPA_ind_2025.csv,54695,BPA_IND,?,-1,0,ERROR,,sampled_from_type
BMGB4_ITR_itr_cia_aberta_BPP_con_2025.csv,52908,BPP_CON,?,-1,0,ERROR,,sampled_from_type
BMGB4_ITR_itr_cia_aberta_BPP_ind_2025.csv,56384,BPP_IND,?,-1,0,ERROR,,sampled_from_type
BPAC11_DFP_dfp_cia_aberta_2025.csv,480,INDEX_DFP,?,-1,0,ERROR,,sampled_from_type
BPAC11_DFP_dfp_cia_aberta_BPA_con_2025.csv,11959,BPA_CON,?,-1,0,ERROR,,sampled_from_type
BPAC11_DFP_dfp_cia_aberta_BPA_ind_2025.csv,30432,BPA_IND,?,-1,0,ERROR,,sampled_from_type
BPAC11_DFP_dfp_cia_aberta_BPP_con_2025.csv,18590,BPP_CON,?,-1,0,ERROR,,sampled_from_type
BPAC11_DFP_dfp_cia_aberta_BPP_ind_2025.csv,28256,BPP_IND,?,-1,0,ERROR,,sampled_from_type
BPAC11_ITR_itr_cia_aberta_2025.csv,2289,INDEX_ITR,?,-1,0,ERROR,,sampled_from_type
BPAC11_ITR_itr_cia_aberta_BPA_con_2025.csv,35900,BPA_CON,?,-1,0,ERROR,,sampled_from_type
BPAC11_ITR_itr_cia_aberta_BPA_ind_2025.csv,89205,BPA_IND,?,-1,0,ERROR,,sampled_from_type
BPAC11_ITR_itr_cia_aberta_BPP_con_2025.csv,54787,BPP_CON,?,-1,0,ERROR,,sampled_from_type
BPAC11_ITR_itr_cia_aberta_BPP_ind_2025.csv,88910,BPP_IND,?,-1,0,ERROR,,sampled_from_type
BPAN4_ITR_itr_cia_aberta_2025.csv,657,INDEX_ITR,?,-1,0,ERROR,,sampled_from_type
BPAN4_ITR_itr_cia_aberta_BPA_con_2025.csv,47319,BPA_CON,?,-1,0,ERROR,,sampled_from_type
BPAN4_ITR_itr_cia_aberta_BPA_ind_2025.csv,55654,BPA_IND,?,-1,0,ERROR,,sampled_from_type
BPAN4_ITR_itr_cia_aberta_BPP_con_2025.csv,51473,BPP_CON,?,-1,0,ERROR,,sampled_from_type
BPAN4_ITR_itr_cia_aberta_BPP_ind_2025.csv,56409,BPP_IND,?,-1,0,ERROR,,sampled_from_type
